rom_rev,log_path,start_time,n_events,n_signals,signal_set,dominant_signal,rpm_mean,load_mean,app_mean,throttle_mean
stock,logs/Older/3-21.csv,1124.0,2,2,avcs_oscillation+timing_osc,timing_osc,2164.5,0.21,0.0,7.45
stock,logs/Older/3-21.csv,1125.0,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2083.0,0.245,2.55,8.625
stock,logs/Older/3-21.csv,1192.0,2,2,avcs_oscillation+ffb_wbo2_divergence,ffb_wbo2_divergence,2302.0,0.32,6.074999999999999,10.98
stock,logs/Older/3-21.csv,1213.0,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2697.0,0.18,0.0,8.24
stock,logs/Older/3-21.csv,1329.0,2,2,avcs_oscillation+ffb_wbo2_divergence,ffb_wbo2_divergence,2030.5,0.22,0.0,7.06
stock,logs/Older/3-21.csv,1330.0,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2028.5,0.27,4.51,9.215
stock,logs/Older/3-21.csv,1336.0,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,avcs_oscillation,2155.0,0.21,0.0,7.45
stock,logs/Older/3-21.csv,1350.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1330.0,0.315,0.0,7.06
stock,logs/Older/3-21.csv,4498.0,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1255.0,0.43,0.0,9.02
stock,logs/Older/3-21.csv,4541.0,2,2,avcs_oscillation+timing_osc,avcs_oscillation,1807.0,0.245,0.0,7.06
stock,logs/Older/3-21.csv,4582.0,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,1896.0,0.22999999999999998,0.0,6.859999999999999
stock,logs/Older/3-21.csv,6384.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2046.5,0.24,0.195,7.845000000000001
stock,logs/Older/3-21.csv,6394.0,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1865.0,0.23,0.0,7.06
stock,logs/Older/3-21.csv,6439.0,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2468.5,0.19,0.0,7.645
stock,logs/Older/3-21.csv,6452.0,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,timing_osc,2426.3333333333335,0.19333333333333336,0.0,7.45
stock,logs/Older/3-21.csv,6455.0,2,2,afr_osc+avcs_oscillation,avcs_oscillation,2216.5,0.32,5.88,10.785
stock,logs/Older/3-21.csv,6496.0,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2441.5,0.195,0.0,7.45
stock,logs/Older/3-21.csv,6573.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,3413.0,0.17,0.0,8.63
stock,logs/Older/3-21.csv,6630.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,3160.0,0.17,0.0,8.63
stock,logs/Older/3-21.csv,6636.0,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,1494.5,0.265,0.0,6.27
stock,logs/Older/3-21.csv,6697.0,2,2,ffb_wbo2_divergence+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,2599.5,0.185,0.0,7.84
stock,logs/Older/3-21.csv,6726.0,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2589.6666666666665,0.18666666666666668,0.3933333333333333,7.973333333333333
stock,logs/Older/3-21.csv,6727.0,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2544.5,0.20500000000000002,0.98,8.235
stock,logs/Older/3-21.csv,6728.0,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2495.5,0.19,0.195,7.645
stock,logs/Older/3-21.csv,6732.0,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2384.5,0.19,0.0,7.45
stock,logs/Older/3-21.csv,6762.0,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2642.6666666666665,0.18666666666666668,0.0,7.84
stock,logs/Older/3-21.csv,6763.0,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2544.5,0.19,0.0,7.84
stock,logs/Older/3-21.csv,6769.0,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2001.0,0.23,13.92,9.41
stock,logs/Older/3-21.csv,6809.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2029.0,0.2,0.0,6.074999999999999
stock,logs/Older/3-21.csv,6812.0,2,2,avcs_oscillation+timing_osc,avcs_oscillation,1764.5,0.24,0.0,6.67
stock,logs/Older/3-21.csv,6830.0,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2606.5,0.19,0.0,7.84
stock,logs/Older/3-21.csv,6833.0,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2373.0,0.2,1.175,8.040000000000001
stock,logs/Older/3-21.csv,6841.0,2,2,avcs_oscillation+timing_osc,avcs_oscillation,2389.0,0.38,8.63,12.16
stock,logs/Older/3-21.csv,6847.0,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,avcs_oscillation,2443.6666666666665,0.19000000000000003,0.0,7.45
stock,logs/Older/3-21.csv,6852.0,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2404.5,0.23,2.355,8.63
stock,logs/Older/3-21.csv,6854.0,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2304.5,0.255,3.5300000000000002,9.61
stock,logs/Older/3-21.csv,6952.0,3,3,ffb_wbo2_divergence+rpm_swing_steady_tps+timing_osc,rpm_swing_steady_tps,3105.6666666666665,0.18000000000000002,0.0,8.63
stock,logs/Older/3-21.csv,6959.0,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,timing_osc,2539.6666666666665,0.19666666666666668,1.4366666666666665,8.103333333333333
stock,logs/Older/3-21.csv,7009.0,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1832.5,0.24,0.0,7.06
stock,logs/Older/3-21.csv,7057.0,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,1126.5,0.275,0.0,5.1
stock,logs/Older/3-30.csv,12.48,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,2049.0,0.44,0.0,12.0
stock,logs/Older/3-30.csv,27.0,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,1349.5,0.585,0.0,12.0
stock,logs/Older/3-30.csv,34.64,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1620.5,0.565,0.0,13.0
stock,logs/Older/3-30.csv,382.56,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2476.5,0.19,0.0,7.5
stock,logs/Older/3-30.csv,386.88,2,2,afr_osc+avcs_oscillation,afr_osc,2388.5,0.5449999999999999,12.5,15.5
stock,logs/Older/3-30.csv,390.84,2,2,avcs_oscillation+ffb_wbo2_divergence,ffb_wbo2_divergence,2172.0,0.22,0.0,7.0
stock,logs/Older/3-30.csv,403.52,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2203.5,0.215,0.0,7.0
stock,logs/Older/3-30.csv,435.08,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2426.0,0.2,0.0,7.0
stock,logs/Older/3-30.csv,458.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2406.0,0.20500000000000002,1.0,8.0
stock,logs/Older/3-30.csv,535.84,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2852.0,0.18,0.0,8.0
stock,logs/Older/3-30.csv,541.92,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2615.0,0.225,3.0,9.5
stock,logs/Older/3-30.csv,659.36,3,3,ffb_wbo2_divergence+rpm_swing_steady_tps+throttle_hunt_at_steady_app,rpm_swing_steady_tps,1507.0,0.4033333333333333,2.3333333333333335,8.666666666666666
stock,logs/Older/3-30.csv,669.36,3,3,avcs_oscillation+rpm_swing_steady_tps+timing_osc,rpm_swing_steady_tps,2224.3333333333335,0.4633333333333334,5.666666666666667,13.0
stock,logs/Older/3-30.csv,676.24,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,3369.0,0.665,14.5,21.5
stock,logs/Older/3-30.csv,678.76,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1877.5,0.275,1.5,8.0
stock,logs/Older/3-30.csv,683.0,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2547.5,0.19,0.0,8.0
stock,logs/Older/3-30.csv,687.24,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,1862.5,0.31,3.5,8.5
stock,logs/Older/3-30.csv,690.16,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,3404.0,0.165,0.0,9.0
stock,logs/Older/3-30.csv,710.08,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1427.5,0.28500000000000003,0.0,7.0
stock,logs/Older/3-30.csv,764.8,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1922.5,0.28,4.0,9.0
stock,logs/Older/3-30.csv,770.08,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,561.0,0.4,0.0,3.0
stock,logs/Older/3-30.csv,827.04,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2084.5,0.23,0.0,7.0
stock,logs/Older/3-30.csv,836.04,2,2,avcs_oscillation+timing_osc,avcs_oscillation,1871.0,0.28,0.0,7.5
stock,logs/Older/3-30.csv,847.24,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,640.0,0.485,0.0,5.0
stock,logs/Older/3-30.csv,876.84,2,2,avcs_oscillation+rpm_swing_steady_tps,rpm_swing_steady_tps,2007.0,0.255,0.0,7.5
stock,logs/Older/3-30.csv,878.12,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2566.5,0.21000000000000002,4.0,9.0
stock,logs/Older/3-30.csv,902.56,2,2,afr_osc+timing_osc,timing_osc,1912.5,0.365,7.0,10.5
stock,logs/Older/3-30.csv,906.44,3,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2165.6666666666665,0.21666666666666667,0.0,7.0
stock,logs/Older/3-30.csv,907.12,3,2,afr_osc+ffb_wbo2_divergence,afr_osc,2063.0,0.22999999999999998,0.0,7.0
stock,logs/Older/3-30.csv,920.52,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1622.0,0.24,0.0,6.0
stock,logs/Older/3-30.csv,921.52,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1098.5,0.325,0.0,6.0
stock,logs/Older/3-30.csv,922.56,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1836.0,1.1549999999999998,28.0,36.0
stock,logs/Older/3-30.csv,929.12,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2897.5,0.175,0.0,9.0
stock,logs/Older/3-30.csv,947.84,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1418.5,0.28,0.0,6.0
stock,logs/Older/3-30.csv,965.92,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,1213.0,0.275,0.0,5.0
stock,logs/Older/3-30.csv,987.76,3,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,2895.0,0.66,13.333333333333334,19.666666666666668
stock,logs/Older/3-30.csv,997.52,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,242.0,0.68,0.0,2.5
stock,logs/Older/3-30.csv,1061.32,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3032.0,0.20500000000000002,3.0,10.0
stock,logs/Older/3-30.csv,1065.76,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2687.0,0.18,0.0,8.0
stock,logs/Older/3-30.csv,1251.6,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1047.5,0.36,0.0,7.0
stock,logs/Older/3-30.csv,11716.48,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1454.0,0.57,0.0,12.0
stock,logs/Older/3-30.csv,11778.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1811.0,0.375,0.0,10.5
stock,logs/Older/3-30.csv,11788.72,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1444.0,0.3,0.0,7.0
stock,logs/Older/3-30.csv,11805.36,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2845.5,0.21,0.0,9.0
stock,logs/Older/3-30.csv,11806.36,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2822.5,0.22,0.0,10.0
stock,logs/Older/3-30.csv,11808.16,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2805.0,0.21,0.0,9.0
stock,logs/Older/3-30.csv,11809.16,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2802.0,0.22999999999999998,1.0,10.0
stock,logs/Older/3-30.csv,11817.76,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2948.0,0.21,0.0,10.0
stock,logs/Older/3-30.csv,11823.68,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2473.0,0.23,0.0,9.0
stock,logs/Older/3-30.csv,11923.08,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2084.5,0.23,0.0,7.0
stock,logs/Older/3-30.csv,11924.96,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,1900.5,0.25,0.0,7.0
stock,logs/Older/3-30.csv,11941.44,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1583.5,0.25,0.0,7.0
stock,logs/Older/3-30.csv,12040.68,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2249.0,0.21,0.0,7.0
stock,logs/Older/3-30.csv,12043.24,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1586.0,0.25,0.0,7.0
stock,logs/Older/3-30.csv,12060.4,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2150.5,0.225,0.0,7.0
stock,logs/Older/3-30.csv,12073.24,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2113.0,0.225,0.0,7.0
stock,logs/Older/3-30.csv,12074.2,2,2,avcs_oscillation+timing_osc,timing_osc,2142.0,0.275,3.5,9.0
stock,logs/Older/4-1.csv,6.76,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,2296.0,0.256097561,0.0,10.1961
stock,logs/Older/4-1.csv,27.96,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1500.5,0.4500416015,0.0,10.5882
stock,logs/Older/4-1.csv,165.72,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1201.75,0.270532928,0.0,5.09804
stock,logs/Older/4-1.csv,192.48,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2556.75,0.156292168,0.0,6.27451
stock,logs/Older/4-1.csv,193.48,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2559.0,0.156623681,0.0,6.27451
stock,logs/Older/4-1.csv,222.56,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2248.5,0.170130554,0.392157,5.88235
stock,logs/Older/4-1.csv,283.08,2,2,ffb_wbo2_divergence+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,4128.5,0.1616130265,0.0,10.1961
stock,logs/Older/4-1.csv,306.92,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3793.375,0.15160814449999999,0.0,8.62745
stock,logs/Older/4-1.csv,310.24,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3422.75,0.2111404975,6.07843,10.7843
stock,logs/Older/4-1.csv,377.68,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2703.875,0.16786883549999998,0.0,6.66667
stock,logs/Older/4-1.csv,383.84,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2811.75,0.1672987605,0.0,7.05882
stock,logs/Older/4-1.csv,423.84,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,678.625,0.351797651,0.0,3.7254899999999997
stock,logs/Older/4-1.csv,425.88,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1324.0,0.227545453,0.0,4.70588
stock,logs/Older/4-1.csv,475.88,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,404.375,0.42859340850000005,0.0,2.35294
stock,logs/Older/4-1.csv,705.48,2,2,ffb_wbo2_divergence+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,1944.25,0.1790939855,0.0,5.4902
stock,logs/Older/4-1.csv,735.84,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,3231.5,0.658950952,15.2941,20.7843
stock,logs/Older/4-1.csv,739.88,2,2,afr_osc+avcs_oscillation,avcs_oscillation,2635.875,0.3508068465,10.00001,12.7451
stock,logs/Older/4-1.csv,744.32,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2865.25,0.163966279,0.0,7.05882
stock,logs/Older/4-1.csv,783.52,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,3888.375,0.327468467,14.3137,15.68625
stock,logs/Older/4-1.csv,785.88,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1621.0,0.1462363905,0.0,3.7254899999999997
stock,logs/Older/4-1.csv,855.0,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,3227.875,0.1823064585,0.0,9.215685
stock,logs/Older/4-1.csv,927.52,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2838.125,0.1657443385,0.0,7.05882
stock,logs/Older/4-1.csv,1008.0,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2271.5,0.1701096165,0.0,6.27451
stock,logs/Older/4-1.csv,1012.16,2,2,ffb_wbo2_divergence+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,709.25,0.286688865,0.0,3.52941
stock,logs/Older/4-1.csv,1015.44,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,2519.5,0.16637687299999998,0.0,6.66667
20.7,logs/Older/4-11.csv,267.04,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1624.75,0.211232497307278,0.0,5.4902
20.7,logs/Older/4-11.csv,311.08,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2079.375,0.18297927588490248,0.0,5.4902
20.7,logs/Older/4-11.csv,333.92,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,3029.375,0.15618379748050049,0.0,7.05882
20.7,logs/Older/4-11.csv,340.96,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2834.375,0.1634686032304405,0.0,7.05882
20.7,logs/Older/4-11.csv,344.88,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1111.5,0.2349447816865355,0.0,4.31373
20.7,logs/Older/4-11.csv,431.68,2,2,afr_osc+avcs_oscillation,afr_osc,2532.75,0.36388239883110296,10.00001,12.35295
20.7,logs/Older/4-11.csv,451.92,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3118.0,0.16096579472204348,0.0,7.84314
20.7,logs/Older/4-11.csv,487.6,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,3345.875,0.155314084529545,0.0,8.039215
20.7,logs/Older/4-11.csv,490.64,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1316.75,0.268644237440861,0.0,5.2941199999999995
20.7,logs/Older/4-11.csv,611.4,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1435.75,0.2758228191079165,0.0,6.274509999999999
20.7,logs/Older/4-11.csv,650.36,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,avcs_oscillation,2129.6666666666665,0.2705504211435246,4.444443333333333,9.411766666666667
20.7,logs/Older/4-11.csv,654.24,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1363.5,0.287277518658843,0.0,6.07843
20.7,logs/Older/4-11.csv,720.76,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1186.25,0.316936272724562,0.0,5.88235
20.7,logs/Older/4-11.csv,736.24,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2648.875,0.18177494466017902,0.0,7.84314
20.7,logs/Older/4-11.csv,796.32,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2613.375,0.19212970597746398,0.0,7.84314
20.7,logs/Older/4-11.csv,810.08,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,4839.625,1.119332300381865,18.0392,29.019599999999997
20.7,logs/Older/4-11.csv,891.56,2,2,avcs_oscillation+timing_osc,avcs_oscillation,1950.0,0.23479946904375049,0.0,7.05882
20.7,logs/Older/4-11.csv,895.4,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,1872.625,0.24542883672505,0.0,6.66667
20.7,logs/Older/4-11.csv,896.68,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,1814.375,0.27911289211918755,3.52941,8.039215
20.7,logs/Older/4-11.csv,915.4,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,1908.0,0.23790479486767452,0.0,6.66667
20.7,logs/Older/4-11.csv,932.28,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,avcs_oscillation,2011.5,0.21712416173035365,0.0,6.66667
20.7,logs/Older/4-11.csv,1055.32,2,2,avcs_oscillation+timing_osc,avcs_oscillation,1871.75,0.25589022601031003,0.0,6.862745
